GENEID	R2_HCC827.bam	R3_HCC827.bam	R1_HCC827.bam	R3_H1975.bam	R1_H1975.bam	R2_H1975.bam
ENSG00000212864	243	85	136.99999	28	28	23
ENSG00000212901	19	24	12	0	0	0
ENSG00000212907	276	253	365	156	235	109
ENSG00000212916	26	26	28	84	71	113
ENSG00000212930	0	0	0	0	1	0
ENSG00000212932	1	0	0	8	10	5
ENSG00000212952	0	0	1	0	1	2
ENSG00000212961	0	0	1	1	2	0
ENSG00000212993	2	3	8	2	1	1
ENSG00000212994	950	932	1453	1008	1135	968
ENSG00000213003	5	1	5	0	4	3
ENSG00000213005	20	30	25	8	22	14
ENSG00000213014	0	1	0	1	0	0
ENSG00000213015	1080	794	826.00001	1325.00001	1324.99999	1280
ENSG00000213018	0	4	2	2	1	4
ENSG00000213020	109.99998	25	56.99998	361	465.99999	330.00001
ENSG00000213022	0	0	1	0	0	0
ENSG00000213023	4	7	6	3	13.99999	5.99999
ENSG00000213024	1712.00001	914	1505.99997	784.99998	1098.00001	810
ENSG00000213025	210	238	250	1117	1132	1017
ENSG00000213026	2	1	0	0	1	3
ENSG00000213030	89	93	109	385	425	444
ENSG00000213032	1	0	2	2	1	1
ENSG00000213033	2	1	0	1	2	3
ENSG00000213036	3	3	4	19	37	23
ENSG00000213041	0	0	0	2	2	0
ENSG00000213046	0	1	0	0	0	0
ENSG00000213047	39	34	29	74.00001	78	44.00001
ENSG00000213050	0	0	0	0	1	0
ENSG00000213051	17	16	28	7	10	9
ENSG00000213055	0	0	1	0	2	0
ENSG00000213057	6	6	10	11	15	17
ENSG00000213058	73	70	92	52	51	37
ENSG00000213060	0	1	0	1	0	0
ENSG00000213062	16	18	15	12	25	26
ENSG00000213064	716	668.00001	875	352.00001	456.99999	337.99999
ENSG00000213065	0	1	1	0	0	0
ENSG00000213066	104	116.99998	191.00001	435.00002	467	450
ENSG00000213067	2	0	0	33	20	15
ENSG00000213068	2	1	3	7	4	4
ENSG00000213069	1	0	2	1	0	0
ENSG00000213070	45	35	52	26	62	44
ENSG00000213071	0	2	4	0	0	2
ENSG00000213075	0	0	0	0	2	0
ENSG00000213076	0	0	0	0	0	1
ENSG00000213079	111	82	107.99999	128	107	77
ENSG00000213080	151	76	171	287	374	285
ENSG00000213082	0	0	1	39	31	35
ENSG00000213083	0	0	0	1	0	0
ENSG00000213085	34.99999	21	21	102	117	93
ENSG00000213087	76	63	119	67	70	67
ENSG00000213088	0	0	0	0	1	0
ENSG00000213089	26	16	21	24	32	27
ENSG00000213090	0	1	0	0	0	1
ENSG00000213091	0	0	0	1	1	1
ENSG00000213096	84	83.99999	90.00001	562.00001	626	552.99999
ENSG00000213100	1	6	7	0	1	1
ENSG00000213104	120	46	108	44	45	48
ENSG00000213113	0	0	1	0	0	0
ENSG00000213118	1	0	0	1	0	0
ENSG00000213122	2	1	0	1	1	2
ENSG00000213123	886.99999	974	1419	2438	2903	2384
ENSG00000213128	2	4	6	3	4	3
ENSG00000213130	0	1	0	0	0	0
ENSG00000213131	2	0	1	0	0	0
ENSG00000213133	0	0	0	1	0	0
ENSG00000213137	0	0	0	0	1	0
ENSG00000213139	4	5	8	2	4	1
ENSG00000213144	32	21	39	44	37	24
ENSG00000213145	98	70	97.99999	29821.99999	33200.99999	29435
ENSG00000213148	0	0	1	0	0	1
ENSG00000213149	0	0	0	0	2	0
ENSG00000213152	9	4	7	7	3	5
ENSG00000213153	0	0	0	1	2	0
ENSG00000213155	0	0	1	0	1	1
ENSG00000213157	10	5	7	3	9	3
ENSG00000213160	274	253	391	155	171	127
ENSG00000213169	72	31	47	16	16	16
ENSG00000213171	0	0	0	1	6	0
ENSG00000213172	0	1	2	0	0	1
ENSG00000213174	47	53	80	61	67	52
ENSG00000213176	3	2	4	2	1	2
ENSG00000213177	1	2	9	4	8	6
ENSG00000213178	771	783	1028	758	882	775
ENSG00000213179	4	2	2	0	6	1
ENSG00000213180	0	0	2	0	0	0
ENSG00000213183	2	1	3	0	0	0
ENSG00000213184	0	2	0	0	0	0
ENSG00000213185	202.99998	398	400	203	221.00001	180
ENSG00000213186	149.99999	117.99998	202	986.00002	1143	1031.99999
ENSG00000213189	1	0	0	0	0	0
ENSG00000213190	13	14	23.99999	253.00001	277	251
ENSG00000213194	4	4	14	11	15	21
ENSG00000213197	1	2	1	4	1	2
ENSG00000213199	4	0	0	12	18	14
ENSG00000213204	0	0	1	2	3	2
ENSG00000213209	0	1	0	0	0	0
ENSG00000213211	7	1	5	0	1	0
ENSG00000213212	6	1	7	3	7	5
ENSG00000213213	89	77	138.00001	15	32	29
ENSG00000213214	252	204	250	214	252.99999	221
ENSG00000213216	3	5	6	3	8	7
ENSG00000213218	0	0	0	12	13	9
ENSG00000213221	290	112	123	47	79	106
ENSG00000213222	0	5	0	3	10	1
ENSG00000213225	2	0	1	1	1	1
ENSG00000213226	1	0	0	1	0	0
ENSG00000213228	1	2	5	2	0	4
ENSG00000213234	0	0	0	0	1	0
ENSG00000213235	0	1	0	0	0	0
ENSG00000213236	4	2	8	9	9	14
ENSG00000213237	2	2	2	3	3	4
ENSG00000213239	9	7	9	7	10	4
ENSG00000213244	0	0	0	2	0	0
ENSG00000213246	2971	3838	4597.99999	3987	4612	4066
ENSG00000213250	23	20	20	7	12	16
ENSG00000213252	0	0	2	4	7	2
ENSG00000213253	14	15	14	6	13	5
ENSG00000213260	2	0	1	3	3	2
ENSG00000213261	441	177	286	138	179	152
ENSG00000213264	0	0	0	0	0	1
ENSG00000213269	6	8	16	5	7	7
ENSG00000213270	4	3	2	2	1	0
ENSG00000213272	0	0	1	0	0	0
ENSG00000213275	2	3	4	16	19	21
ENSG00000213280	126	112	161	86	105	84
ENSG00000213281	412	463	540	558	638	525
ENSG00000213285	0	0	1	0	0	0
ENSG00000213287	0	0	0	0	1	0
ENSG00000213290	1	5	4	1	4	7
ENSG00000213291	2	10	8	2	4	4
ENSG00000213293	3	0	0	2	1	2
ENSG00000213295	11	7	16	13	12	10
ENSG00000213296	2	3	3	0	0	5
ENSG00000213297	28	30	53	68	43	47
ENSG00000213300	1529	1229	1803	1738	1947	1641
ENSG00000213301	0	0	0	0	1	0
ENSG00000213302	6	5	14	5	9	5
ENSG00000213303	34	31	8	26	8	25
ENSG00000213304	26	15	96	36	68	15
ENSG00000213305	0	0	0	1	1	0
ENSG00000213307	3	0	2	0	4	1
ENSG00000213309	8	11	7	2	3	0
ENSG00000213310	0	0	0	0	0	1
ENSG00000213312	1	1	0	0	5	2
ENSG00000213315	252	235	327	147	181	138
ENSG00000213316	28.00001	18.99999	21	70.99999	76	78
ENSG00000213326	208	297	378	405	447	433
ENSG00000213331	1	2	4	1	1	1
ENSG00000213332	0	0	2	0	1	0
ENSG00000213337	601	718.99999	882	618.00001	600	665
ENSG00000213338	6	0	1	5	1	4
ENSG00000213339	1866.00001	2036	2080.99999	1321.99999	1313.00001	1342
ENSG00000213341	40	32	58	184	167	136
ENSG00000213343	4	2	0	0	1	0
ENSG00000213347	251	162.00001	207	74.00001	136.00001	120.00001
ENSG00000213352	9	11	12	8	6	4
ENSG00000213358	0	0	0	4	5	2
ENSG00000213361	24	25	31	22	23	29
ENSG00000213362	41	35	61	61	79	70
ENSG00000213363	52	67	85	21	28	7
ENSG00000213365	0	0	0	3	2	0
ENSG00000213366	42	65.99999	77	379.99999	355	331
ENSG00000213368	1	0	0	0	0	1
ENSG00000213370	2	1	3	0	2	2
ENSG00000213371	4	5	12	7	8	2
ENSG00000213373	36	19	42	9	7	9
ENSG00000213376	28	11	20	4	8	4
ENSG00000213380	1138	1062.00001	1278	751	807	809.99999
ENSG00000213383	8	14	18	19	16	14
ENSG00000213385	4	3	1	3	4	9
ENSG00000213390	32.00003	37	69	61	86	81
ENSG00000213393	1	1	8	1	3	4
ENSG00000213394	0	0	1	0	1	2
ENSG00000213397	1778.99999	1666	1747	683.00001	740.99999	619.00001
ENSG00000213398	55	36	42	30.00001	41	31
ENSG00000213399	49	36	53	22	29	38
ENSG00000213400	0	1	1	0	0	0
ENSG00000213401	0	3	0	1	0	0
ENSG00000213402	0	1	0	1	4	1
ENSG00000213403	1	0	0	1	1	1
ENSG00000213406	19	21	31	38	48	32
ENSG00000213409	4	0	10	1	10	6
ENSG00000213411	0	0	2	0	0	0
ENSG00000213412	9	1	5	3	18	12
ENSG00000213413	0	0	0	1	1	0
ENSG00000213414	3	0	2	1	2	1
ENSG00000213420	17	9	10.00001	37	28	28
ENSG00000213423	2	4	1	1	2	1
ENSG00000213424	0	0	0	14	5	7
ENSG00000213430	170	109	194	193	246	196
ENSG00000213431	0	0	0	1	0	1
ENSG00000213432	5	4	11	3	1	9
ENSG00000213435	0	0	0	0	0	1
ENSG00000213440	1	0	6	1	4	1
ENSG00000213442	117998	129806	160570	35304	38928	36868
ENSG00000213443	1	0	1	1	2	0
ENSG00000213445	846.99998	432.99999	456.00001	417	418	408
ENSG00000213448	4	3	7	1	2	3
ENSG00000213449	1	2	0	0	0	0
ENSG00000213452	0	0	1	1	2	1
ENSG00000213453	10	9	16	7	12	15
ENSG00000213455	2	2	3	1	4	0
ENSG00000213461	2	4	1	1	0	2
ENSG00000213462	398	392	567.99999	668	809	743
ENSG00000213463	649.00001	679	946.00001	1975	2141	1861.99999
ENSG00000213465	5387.99999	6153	6534	3828.00001	4149	4166.00001
ENSG00000213467	0	0	0	0	1	0
ENSG00000213468	110	69	120	43	48	57
ENSG00000213470	0	0	1	0	1	0
ENSG00000213471	2	0	5	1	9	1
ENSG00000213478	2	1	2	0	3	1
ENSG00000213480	1	0	3	1	0	2
ENSG00000213483	0	0	0	0	1	0
ENSG00000213484	0	2	1	2	0	0
ENSG00000213488	1	0	0	0	0	0
ENSG00000213489	0	0	0	1	0	0
ENSG00000213492	0	0	0	0	1	0
ENSG00000213493	0	0	1	1	2	0
ENSG00000213495	0	2	1	2	0	4
ENSG00000213498	1	0	1	0	0	1
ENSG00000213500	0	1	0	1	3	0
ENSG00000213509	0	1	1	1	1	2
ENSG00000213512	0	0	1.00002	0	0	0
ENSG00000213514	0	0	0	1	2	4
ENSG00000213516	116	80	128	159	151	142
ENSG00000213522	2	0	0	1	1	0
ENSG00000213523	3692.00001	4123.00001	4324.99999	4519	4695	4381
ENSG00000213526	0	1	1	0	0	0
ENSG00000213527	2	1	0	0	0	0
ENSG00000213529	3	0	1	5	1	1
ENSG00000213530	0	0	0	0	0	1
ENSG00000213533	97	41	67	96	131	93
ENSG00000213536	0	1	0	0	0	1
ENSG00000213538	0	2	0	0	0	0
ENSG00000213539	1	3	2	1	0	1
ENSG00000213540	1	0	2	1	0	0
ENSG00000213542	0	1	0	0	0	0
ENSG00000213543	3	0	0	3	0	0
ENSG00000213548	4	0	3	2	1	2
ENSG00000213551	431	570	639	1637.99999	1936.99999	1788.99999
ENSG00000213553	795	1243	1595	827	1038	841
ENSG00000213558	0	0	0	0	1	0
ENSG00000213559	1	0	1	0	0	0
ENSG00000213560	3	4	3	9	6	3
ENSG00000213561	0	0	0	0	0	1
ENSG00000213563	283	113	145	73	112	104.99999
ENSG00000213568	0	0	2	0	0	0
ENSG00000213569	49	56	63	60	70	65
ENSG00000213574	0	1	0	1	3	5
ENSG00000213579	1	1	1	1	1	1
ENSG00000213585	5209	6866	8041.99998	8251	10058	9586
ENSG00000213587	1	0	0	1	0	0
ENSG00000213588	231.00001	167.99999	137	132.99999	128.99999	133
ENSG00000213590	13	1	75	0	1	2
ENSG00000213592	1	0	1	1	5	0
ENSG00000213593	2366	2702.99998	2448.99999	2355	2558.99999	2449.99999
ENSG00000213594	2	3	1	0	0	0
ENSG00000213598	2511	3171	4690	2375	3020	2405
ENSG00000213599	30	28	32	38	45.99999	44.00001
ENSG00000213601	36	11	20	4	6	1
ENSG00000213609	96	82	107	35	60	54
ENSG00000213613	28	25	20	25	2	18
ENSG00000213614	866.00002	1460.99999	1368.99997	1534	1637.00001	1456.99998
ENSG00000213619	3628	2833	2896.00001	3171	3542.99998	3470.00001
ENSG00000213621	65	36	71	39	44	33
ENSG00000213625	1787	2425	3022	2607	3158.99999	2389.00001
ENSG00000213626	73	42	85	559	672	578
ENSG00000213630	11	14	23	17	29	25
ENSG00000213638	43	33	28	47	65	70
ENSG00000213639	873.00001	869	1062.00002	2306.99998	2321.00001	2243.00001
ENSG00000213640	0	0	1	4	3	3
ENSG00000213641	1	0	0	0	0	2
ENSG00000213642	0	0	0	1	33	0
ENSG00000213648	446	521	555.00001	271	331	255.99999
ENSG00000213650	0	0	0	1	0	0
ENSG00000213653	1	1	2	2	0	0
ENSG00000213654	305	414.00001	318.00001	273.00001	259	346
ENSG00000213657	2	4	5	1	2	2
ENSG00000213658	14	12	5	12	4	10
ENSG00000213661	6	12	20	8	13	10
ENSG00000213663	0	0	0	1	0	1
ENSG00000213664	0	0	3	14	26	11
ENSG00000213669	0	0	1	0	0	0
ENSG00000213671	1	0	0	1	0	1
ENSG00000213672	291.00001	219.99999	190	238	271.00001	249.99999
ENSG00000213676	287.00002	498.00002	445	336.99999	358.99998	424.99998
ENSG00000213683	112	122	169	196	218	18
ENSG00000213684	19	15	15	5	7	21
ENSG00000213689	52	60	55	41	53	52
ENSG00000213693	10	1	3	10	5	8
ENSG00000213694	3	3	1	39	35	26
ENSG00000213695	3	1	0	3	7	4
ENSG00000213698	0	0	0	0	0	1
ENSG00000213699	927	903	1696	3340	3255	3130
ENSG00000213700	6	7	4	7	4	3
ENSG00000213701	0	0	1	0	1	0
ENSG00000213703	0	0	2	0	0	0
ENSG00000213706	0	0	0	0	1	0
ENSG00000213707	0	0	0	2	0	1
ENSG00000213711	0	1	1	0	0	1
ENSG00000213713	0	0	0	2	5	0
ENSG00000213714	0	0	0	0	6	0
ENSG00000213717	0	1	1	2	1	0
ENSG00000213719	15378.00003	21479	21906	13430	15201	14268
ENSG00000213721	0	0	0	0	1	0
ENSG00000213722	936	890.99999	914.99999	1224.00001	1309.00001	1328.00001
ENSG00000213726	0	0	0	0	0	1
ENSG00000213727	2	0	0	0	0	0
ENSG00000213729	7	4	3	1	0	2
ENSG00000213731	12	2	5	0	0	1
ENSG00000213735	0	0	0	0	1	0
ENSG00000213739	0	0	0	2	1	0
ENSG00000213740	56	61	95	29	56	24
ENSG00000213741	209879.99999	193118.99999	313019.00001	152379.00001	177477	142220
ENSG00000213742	84.00001	74.00001	167	379.99998	475.99999	401.99999
ENSG00000213744	3	1	1	1	1	1
ENSG00000213750	2	0	0	0	0	1
ENSG00000213752	0	0	1	0	0	0
ENSG00000213755	2	2	2	0	3	1
ENSG00000213757	141	84	113	66	67	74
ENSG00000213760	2	1	9	17	22	14
ENSG00000213761	15	20	33	59	66	70
ENSG00000213762	97	63	86	318	328	340
ENSG00000213763	13	16	23	19	47	35
ENSG00000213770	0	0	0	0	1	0
ENSG00000213771	0	1	2	1	1	1
ENSG00000213772	77	65	106	66	83	83
ENSG00000213779	1	0	0	1	0	0
ENSG00000213780	668	713	834.99998	447	506.00001	433.00001
ENSG00000213782	1251	1835.00001	2004	1018.00001	1121	1122
ENSG00000213783	4	11	10	6	12	1
ENSG00000213785	0	2	2	10	17	13
ENSG00000213786	0	1	1	1	3	3
ENSG00000213787	0	0	2	0	0	0
ENSG00000213790	28	46	68	45	44	66
ENSG00000213791	6	7	26	4	12	10
ENSG00000213793	111	76	76	291.99999	305.00001	396
ENSG00000213798	0	1	1	0	0	1
ENSG00000213799	52	25	46	191	275	176
ENSG00000213801	0	4	3	21	23	20
ENSG00000213809	2	1	2	1	0	1
ENSG00000213816	0	0	1	0	0	0
ENSG00000213820	16	11	22	6	11	8
ENSG00000213822	8	16	21	0	0	0
ENSG00000213830	1	2	3	0	0	0
ENSG00000213839	1	11	3	14	9	7
ENSG00000213842	5	5	10	7	8	4
ENSG00000213849	1	4	4	3	4	6
ENSG00000213851	6	4	12	4	2	1
ENSG00000213853	570	631.00001	913.00001	3258	3826	3352.99999
ENSG00000213856	25	16	22	18	25	19
ENSG00000213857	1	17	0	34	36	25
ENSG00000213859	118	203	134	425	360	371
ENSG00000213860	6889	4988	6855	2330	2979	2276
ENSG00000213862	60	60	84	29	38	27
ENSG00000213864	11	7	13	4	11	4
ENSG00000213866	1767	1693	2578	707	760	529
ENSG00000213867	0	0	0	1	0	0
ENSG00000213871	1	0	0	0	0	0
ENSG00000213872	33	23	38	16	26	21
ENSG00000213875	8	2	5	2	8	2
ENSG00000213876	0	0	0	0	2	0
ENSG00000213880	1	1	0	2	0	0
ENSG00000213881	574	255	403	259	271	203
ENSG00000213882	1	0	0	0	1	0
ENSG00000213885	9	6	3	7	6	4
ENSG00000213886	51	116	89	18	16	5
ENSG00000213888	34	15	44	87	159	96
ENSG00000213889	105.00001	135.99999	226	173	266.99999	172
ENSG00000213891	3	2	5	4	7	3
ENSG00000213892	0	0	3	1	0	0
ENSG00000213896	2	1	0	0	0	0
ENSG00000213900	0	1	1	1	0	1
ENSG00000213901	11.00001	5	7	3	3	7
ENSG00000213903	12	21	24	17	18	15
ENSG00000213904	327.99999	275.00002	473.99999	221.99999	229.00001	204.99998
ENSG00000213906	4	2	1	2	6	2
ENSG00000213916	1	1	5	1	2	0
ENSG00000213918	183.00001	143.99999	182	177	174	155
ENSG00000213920	1690	1612	2100.00001	1027	1036	1008.00001
ENSG00000213923	1151.99998	601	1033.00002	923.00001	1018	840.99998
ENSG00000213925	0	0	2	0	3	2
ENSG00000213927	0	0	0	0	0	1
ENSG00000213928	2016	2781.00001	2492.99998	2360.00001	2304	2306
ENSG00000213930	1448	1702	1610.00001	649	737	699
ENSG00000213931	6	3	4	287	368	334
ENSG00000213934	0	0	0	0	0	1
ENSG00000213935	56	50	47	47	52	30
ENSG00000213937	122	119	95	80	51	61
ENSG00000213939	2	4	2	2	10	2
ENSG00000213940	1	1	2	0	0	0
ENSG00000213942	178	220	329	152	206	192
ENSG00000213943	37	3	3	8	9	1
ENSG00000213946	0	0	1	0	0	0
ENSG00000213949	33.99999	25	23	58	62.00001	64
ENSG00000213950	2	3	0	1	3	1
ENSG00000213954	1	0	1	0	4	0
ENSG00000213956	1	1	0	0	0	0
ENSG00000213958	2	3	3	1	0	2
ENSG00000213959	0	0	1	0	0	0
ENSG00000213962	0	0	0	1	0	1
ENSG00000213963	74	79.99999	119	107	122	105
ENSG00000213964	0	1	0	1	0	0
ENSG00000213965	460	425	700	75	223	72
ENSG00000213967	32	58.00001	72	374	415	379
ENSG00000213970	2	2	7	1	9	2
ENSG00000213976	0	1	0	6	3	5
ENSG00000213977	10462.99999	11634.00001	12003	10824.99999	10057	10411.99999
ENSG00000213979	3	2	1	2	3	1
ENSG00000213981	1	0	0	0	0	0
ENSG00000213983	1651	2001.00002	1812.99999	808.00001	849	843.00001
ENSG00000213985	3	2	6	6	13	9
ENSG00000213988	17	18.99999	22	1189.99999	1027	1137
ENSG00000213994	4	1	4	12	37	19
ENSG00000213995	145.99998	142.99998	212	248.99999	273.99999	290.99999
ENSG00000213996	9	10	9	0	0	0
ENSG00000213999	104	27	17	11	3	11
ENSG00000214009	0	0	0	0	0	1
ENSG00000214012	4	3	2	1	3	3
ENSG00000214013	61	73.00001	86	149	142	151
ENSG00000214016	5	6	13	5	6	2
ENSG00000214018	1	3	2	26	22	23
ENSG00000214019	6	7	8	7	15	9
ENSG00000214021	77.99999	46.00002	99.00001	70	92	74
ENSG00000214022	1764.00001	2212	2379.00001	1897	1594	1825.99999
ENSG00000214026	3502.99999	3600.00001	4390	743	817.99999	788.00001
ENSG00000214029	61	51	93	254.99999	272.99998	254
ENSG00000214039	2	1	3	1	1	1
ENSG00000214041	0	4	5	0	0	0
ENSG00000214045	2	0	0	0	0	0
ENSG00000214046	2421.00001	3213	3656.99999	5638.99999	5096.00001	5940.99998
ENSG00000214047	5	12	5	5	7	4
ENSG00000214049	7103.99999	10090	12131.00001	2534	3214.99998	2859.99999
ENSG00000214050	136	194	206.00001	183	196	176
ENSG00000214062	1	0	0	4	1	0
ENSG00000214063	963.99998	1201	1085.00001	733.00001	684.99999	876.00001
ENSG00000214070	0	1	0	0	0	0
ENSG00000214073	1	0	1	0	2	0
ENSG00000214074	1	1	2	0	0	0
ENSG00000214078	1017.99999	987	1217	2975	3133.99998	3155.00002
ENSG00000214087	629.99999	823	901	677	682	734.00001
ENSG00000214089	2	0	0	0	1	1
ENSG00000214093	8	7	13	5	2	3
ENSG00000214097	0	0	0	2	0	0
ENSG00000214102	0	0	0	0	2	0
ENSG00000214106	105	103.99999	179	569	635	472.99999
ENSG00000214108	1	0	0	0	0	3
ENSG00000214110	0	0	0	0	1	1
ENSG00000214111	0	0	1	0	2	0
ENSG00000214113	895	907	1317	1094	1268	1184.99999
ENSG00000214114	737	914	1103.99999	1525.99999	2027	1553
ENSG00000214125	0	0	0	0	0	1
ENSG00000214128	0	3	2	2	0	0
ENSG00000214135	0	1	1	0	0	0
ENSG00000214140	1	3	2	10	15	7
ENSG00000214142	2	1	0	0	0	0
ENSG00000214144	0	0	1	0	0	0
ENSG00000214145	29	51	71	156	179.99998	200.00001
ENSG00000214146	9	9	7.99999	45	54	61.00001
ENSG00000214147	0	0	0	1	0	0
ENSG00000214160	4063.00001	5763.00001	5429	3234	3452.00001	3132.00001
ENSG00000214176	4	13	19	1	2	2
ENSG00000214178	0	0	0	3	0	1
ENSG00000214182	14	6	14	7	14	3
ENSG00000214184	99	103.00001	159	179.99998	200.99999	187.99999
ENSG00000214185	1	1	0	2	0	0
ENSG00000214188	0	2	0	2.99999	0	2
ENSG00000214189	4	1	2	37	22	30
ENSG00000214192	140	122	133	105	113	109
ENSG00000214193	73	64	76	32	25	26
ENSG00000214194	768.00001	1081	1262.00001	2169	2727	2276
ENSG00000214198	0	1	0	0	1	3
ENSG00000214199	8	7	14	10	8	12
ENSG00000214200	0	0	0	0	1	0
ENSG00000214203	12	32	43	23	21	22
ENSG00000214204	0	0	2	0	0	0
ENSG00000214207	238	106	166	39	33	37
ENSG00000214212	4	1	1	76	97	88.00001
ENSG00000214222	3	1	1	0	1	2
ENSG00000214223	0	2	3	0	1	1
ENSG00000214226	23	19.99999	30.99999	131.99999	85.00001	121
ENSG00000214248	113	37	72	22	17	20
ENSG00000214249	1	0	0	2	0	6
ENSG00000214253	7430	8940.00002	9393	9349	10186.99999	9452
ENSG00000214255	1	0	1	0	0	0
ENSG00000214259	2	4	4	2	10	1
ENSG00000214262	0	1	0	0	0	0
ENSG00000214263	0	0	0	0	0	1
ENSG00000214265	0	0	0	4	8	10
ENSG00000214268	0	1	2	1	3	1
ENSG00000214269	1	0	1	2	3	1
ENSG00000214273	1	1	3	1	5	0
ENSG00000214274	40.99998	70.00001	105	290.00001	372.99999	335.99999
ENSG00000214278	0	0	0	1	0	0
ENSG00000214279	1	3	0	13	14	5
ENSG00000214282	0	1	2	12	20	8
ENSG00000214283	0	1	0	2	0	2
ENSG00000214285	0	0	0	1	0	0
ENSG00000214289	0	1	0	1	0	0
ENSG00000214290	67	99	102	45	55	48
ENSG00000214293	321	450.99999	485	1003.00003	907.00001	832.99997
ENSG00000214297	3	2	7	3	7	5
ENSG00000214298	0	2	1	0	2	1
ENSG00000214300	2	5	8	2	5	2
ENSG00000214309	18	17	16	24	21	39
ENSG00000214318	2	3	6	4	2	0
ENSG00000214322	0	3	2	1	1	0
ENSG00000214326	0	0	1	1	0	0
ENSG00000214331	0	0	0	1	1	0
ENSG00000214335	0	0	0	1	0	0
ENSG00000214336	0	1	0	11	4	4
ENSG00000214338	32	13	22	29	16	27
ENSG00000214353	22	26	28	46	53	55
ENSG00000214354	1	0	1	0	0	0
ENSG00000214357	125	59	72	21	31	19
ENSG00000214359	1	1	1	0	0	1
ENSG00000214360	0	0	2	5	3	6
ENSG00000214362	2	3	3	2	2	1
ENSG00000214367	38	45.00001	50	92	109	94
ENSG00000214369	0	0	0	2	1	3
ENSG00000214374	1	0	0	0	2	1
ENSG00000214376	0	0	1	1	4	0
ENSG00000214381	0	0	0	0	0	1
ENSG00000214389	2393	2695	3336	2172	2353	2319
ENSG00000214391	86	103	113	102	192	122
ENSG00000214401	45	41	78	81	102	103
ENSG00000214407	59	85	93	23	32	23
ENSG00000214413	198	264	312.00001	1088.00001	1115.00001	1053.00001
ENSG00000214417	28	7	17	4	7	0
ENSG00000214425	3	7	6	8	1	3
ENSG00000214432	19	20	26	115.99999	134	136
ENSG00000214433	2	0	6	0	11	2
ENSG00000214434	0	0	0	1	3	1
ENSG00000214435	4	4	9	227	258	521
ENSG00000214439	0	0	1	4	3	6
ENSG00000214455	0	0	2	3	2	3
ENSG00000214456	11	11	5	23.99999	31	12
ENSG00000214457	0	0	0	0	1	0
ENSG00000214460	6	7	11	4	6	6
ENSG00000214465	2	3	5	6	2	3
ENSG00000214485	4375	5064	5742	1503	1872	1414
ENSG00000214491	0	0	0	2	3	3
ENSG00000214510	0	4	6	1	0	1
ENSG00000214511	0	0	0	0	2	0
ENSG00000214513	0	0	0	2	0	0
ENSG00000214514	0	0	1	1	0	0
ENSG00000214517	1119.00001	820.00001	924.99999	1131	1255	1123.00001
ENSG00000214518	1	1	1	0	0	2
ENSG00000214526	2	0	1	1	3	0
ENSG00000214530	840.99999	742.00002	690.00001	237.00001	228.99999	205.00001
ENSG00000214533	0	1	3	1	1	0
ENSG00000214535	2823	3447	4912	3334	3341	3227
ENSG00000214541	20	33	40	3	20	1
ENSG00000214544	0	0	0	1	2	0
ENSG00000214546	18	6	14	5	10	5
ENSG00000214548	0	0	0	1.00002	2	0
ENSG00000214549	0	0	0	0	0	1
ENSG00000214552	8	8	7	11	12	16
ENSG00000214553	0	0	0	2	4	0
ENSG00000214558	2	3	4	12	10	7
ENSG00000214559	5	5	1	16	15	2
ENSG00000214560	0	1	1	0	0	0
ENSG00000214561	0	0	0	1	1	0
ENSG00000214562	2	1	2	3	3	1
ENSG00000214563	0	0	1	0	0	0
ENSG00000214575	0	0	0	1	0	2
ENSG00000214578	1	1	1	3	1	1
ENSG00000214584	0	0	1	0	0	0
ENSG00000214593	7	9	5	3	5	4
ENSG00000214595	4	2	4	6	11	11
ENSG00000214612	2095	1660	2531	552	557	583
ENSG00000214617	0	1	0	0	0	0
ENSG00000214626	0	0	0	0	1	2
ENSG00000214629	0	0	1	0	0	1
ENSG00000214641	2	1	0	2	1	0
ENSG00000214646	1	0	1	1	1	0
ENSG00000214650	0	0	2	0	0	0
ENSG00000214652	3	1	7	314	337	260
ENSG00000214653	264	164	240	222	224	192
ENSG00000214654	57	39	51	120	136	140
ENSG00000214655	205.99999	97.99999	108.00001	173	213.99999	151.99999
ENSG00000214657	14	10	13	7	13	11
ENSG00000214671	0	0	0	0	1	1
ENSG00000214681	0	0	0	1	4	1
ENSG00000214686	0	0	0	2	0	0
ENSG00000214691	66	55	79.00001	10.00001	12	18
ENSG00000214694	99.99999	132	192.99999	152	205.00001	219.00001
ENSG00000214702	1	0	0	2	2	2
ENSG00000214706	1566.00001	1677.00002	1402	1386.99998	1469.00001	1876.99998
ENSG00000214708	31	9	11	7	11	4
ENSG00000214711	0	0	5.00001	0	0	0
ENSG00000214717	104.99999	79	95	89.99999	81.99999	88
ENSG00000214719	76.99999	64.00001	94	180.99999	197.00001	194.99999
ENSG00000214720	0	1	0	0	1	0
ENSG00000214727	0	0	0	0	1	2
ENSG00000214736	26	27	48	32	38	43
ENSG00000214743	0	4	0	3	0	0
ENSG00000214748	306	263	253	150	171	137
ENSG00000214753	825	569	748	721	822	762
ENSG00000214756	391	428	493	361.99999	363	356
ENSG00000214760	5	0	5	0	3	4
ENSG00000214765	0	0	1	1	0	0
ENSG00000214770	2	8	11	20	15	19.00001
ENSG00000214772	13	7	4.99999	3	8	3
ENSG00000214773	6	0	4	0	0	1
