GENEID	R1_H1975	R2_H1975	R3_H1975	R1_HCC827	R2_HCC827	R3_HCC827
ENSG00000200312	1	0	0	0	0	1
ENSG00000200314	0	0	1	0	0	0
ENSG00000200343	1	0	2	1	1	0
ENSG00000200344	2	0	0	0	0	1
ENSG00000200370	1	0	1	0	0	1
ENSG00000200376	6	0	0	5	12	0
ENSG00000200381	1	2	2	1	1	0
ENSG00000200385	0	0	0	4	2	0
ENSG00000200388	1	0	0	0	0	1
ENSG00000200394	0	0	1	0	0	0
ENSG00000200421	0	0	1	0	4	0
ENSG00000200428	1	0	0	2	5	0
ENSG00000200448	1	1	0	0	0	1
ENSG00000200473	0	1	0	0	0	0
ENSG00000200502	1	0	1	0	0	0
ENSG00000200506	0	15	0	1	0	0
ENSG00000200508	0	0	0	1	0	0
ENSG00000200516	0	0	0	0	2	0
ENSG00000200528	0	0	0	0	2	0
ENSG00000200534	0	0	0	1	0	0
ENSG00000200537	0	0	0	0	0	1
ENSG00000200550	0	3	0	0	0	1
ENSG00000200555	0	2	1	0	0	0
ENSG00000200558	1	0	0	0	0	0
ENSG00000200560	1	1	1	0	1	0
ENSG00000200571	0	0	1	0	0	0
ENSG00000200579	2	0	0	0	0	0
ENSG00000200594	0	0	3	14	7	0
ENSG00000200624	3	2	0	2	2	0
ENSG00000200651	0	0	0	8	36	1
ENSG00000200683	0	1	0	0	0	0
ENSG00000200687	0	0	0	0	3	0
ENSG00000200693	3	3	2	0	0	0
ENSG00000200714	2	2	0	0	0	1
ENSG00000200737	0	0	1	7	3	0
ENSG00000200759	0	0	0	0	1	0
ENSG00000200783	1	0	2	0	0	0
ENSG00000200786	0	2	0	0	0	0
ENSG00000200788	0	3	0	10	0	1
ENSG00000200792	0	0	0	0	4	0
ENSG00000200815	0	0	0	1	0	0
ENSG00000200831	0	0	1	0	0	0
ENSG00000200839	0	0	0	3	0	0
ENSG00000200847	25	289	3	1	0	0
ENSG00000200874	1	2	0	0	1	0
ENSG00000200913	0	0	0	0	2	0
ENSG00000200953	0	0	2	0	0	0
ENSG00000201003	0	0	1	1	3	0
ENSG00000201013	1	0	0	0	0	0
ENSG00000201031	1	0	0	0	0	0
ENSG00000201044	0	1	0	2	0	0
ENSG00000201098	0	0	1	0	0	1
ENSG00000201104	2	1	0	2	0	2
ENSG00000201113	0	0	0	1	0	0
ENSG00000201119	1	0	0	0	0	0
ENSG00000201129	0	0	0	0	0	1
ENSG00000201151	0	0	0	2	0	0
ENSG00000201184	0	0	0	1	0	0
ENSG00000201185	1	0	0	0	3	0
ENSG00000201209	0	1	0	0	0	0
ENSG00000201217	0	0	0	0	4	0
ENSG00000201228	0	0	0	2	1	0
ENSG00000201282	0	0	0	2	1	0
ENSG00000201321	1	0	0	0	0	0
ENSG00000201355	0	1	4	0	0	0
ENSG00000201372	1	0	0	5	0	0
ENSG00000201388	0	0	0	1	0	0
ENSG00000201407	0	0	0	1	0	0
ENSG00000201420	2	2	2	2	0	1
ENSG00000201432	0	0	1	0	0	0
ENSG00000201440	0	0	0	0	0	2
ENSG00000201458	0	1	1	0	0	0
ENSG00000201465	0	0	2	0	0	0
ENSG00000201469	0	4	0	0	0	0
ENSG00000201470	0	0	0	0	1	0
ENSG00000201501	0	0	0	1	0	0
ENSG00000201519	0	1	0	0	0	0
ENSG00000201524	5	2	0	9	5	10
ENSG00000201533	0	0	0	1	0	0
ENSG00000201544	2	0	1	1	0	0
ENSG00000201560	0	1	0	0	0	0
ENSG00000201573	0	1	0	0	0	0
ENSG00000201581	0	0	0	0	0	1
ENSG00000201588	3	0	1	1	3	0
ENSG00000201592	0	0	0	0	1	1
ENSG00000201616	0	0	0	0	1	0
ENSG00000201649	2	0	0	2	3	0
ENSG00000201654	0	0	3	2	3	0
ENSG00000201659	0	0	1	0	0	0
ENSG00000201662	0	0	0	0	2	0
ENSG00000201680	1	0	1	0	0	0
ENSG00000201684	18	10	0	0	0	0
ENSG00000201687	1	0	0	0	0	0
ENSG00000201709	2	1	0	0	0	0
ENSG00000201725	0	0	0	0	0	1
ENSG00000201728	0	0	0	1	0	0
ENSG00000201746	4	0	0	0	0	1
ENSG00000201772	0	1	1	0	0	0
ENSG00000201793	1	0	1	0	0	0
ENSG00000201801	0	0	0	0	0	17
ENSG00000201806	1	0	0	0	0	0
ENSG00000201807	1	0	0	0	0	0
ENSG00000201813	4	0	9	0	0	0
ENSG00000201830	0	1	1	0	0	1
ENSG00000201863	0	0	0	0	0	1
ENSG00000201882	0	0	0	0	1	0
ENSG00000201916	0	0	0	3	3	0
ENSG00000201923	1	0	0	0	0	0
ENSG00000201925	2	0	2	0	3	0
ENSG00000201944	7	0	0	2	2	5
ENSG00000201957	0	0	0	2	0	0
ENSG00000201959	0	0	0	1	0	0
ENSG00000201988	0	0	0	6	0	0
ENSG00000202019	0	1	0	0	0	0
ENSG00000202035	0	1	0	0	0	0
ENSG00000202056	0	9	1	1	0	0
ENSG00000202058	0	4	4	13	5	2
ENSG00000202078	0	0	0	1	0	0
ENSG00000202079	0	2	0	0	0	0
ENSG00000202082	0	0	0	0	2	0
ENSG00000202111	79	33	64	11	15	4
ENSG00000202119	0	0	0	1	2	0
ENSG00000202144	0	0	0	0	1	0
ENSG00000202150	0	0	0	2	0	0
ENSG00000202172	0	0	0	0	0	1
ENSG00000202187	0	1	0	0	0	0
ENSG00000202198	28	51	31	71	120	53
ENSG00000202240	0	0	1	0	0	0
ENSG00000202251	1	1	1	0	3	0
ENSG00000202257	4	1	1	2	2	0
ENSG00000202260	1	0	0	0	0	0
ENSG00000202272	5	0	0	0	0	0
ENSG00000202279	0	0	0	4	0	0
ENSG00000202290	0	1	0	0	0	0
ENSG00000202310	0	0	2	0	2	0
ENSG00000202314	0	0	0	0	2	0
ENSG00000202318	0	0	0	0	6	0
ENSG00000202337	8	7	6	2	9	2
ENSG00000202343	0	3	1	2	0	3
ENSG00000202347	0	1	0	3	1	0
ENSG00000202354	0	3	1	0	0	0
ENSG00000202358	0	0	5	12	0	0
ENSG00000202360	1	0	1	0	0	0
ENSG00000202382	1	5	0	1	3	0
ENSG00000202392	0	0	2	0	0	0
ENSG00000202399	4	2	0	5	0	1
ENSG00000202412	1	0	0	0	0	0
ENSG00000202415	0	1	0	1	0	0
ENSG00000202440	0	0	1	0	18	22
ENSG00000202491	0	0	0	1	0	0
ENSG00000202502	2	1	2	2	0	0
ENSG00000202512	0	0	0	1	0	0
ENSG00000202514	0	0	0	2	0	0
ENSG00000202515	43	43	37	20	11	14
ENSG00000202521	3	3	3	3	3	0
ENSG00000202522	1	0	0	2	1	0
ENSG00000202526	2	2	3	0	1	1
ENSG00000202532	10	2	4	1	1	1
ENSG00000202533	1	1	0	0	0	1
ENSG00000202538	0	0	0	45	61	28
ENSG00000202569	0	0	0	0	1	0
ENSG00000203258	1	1	0	2	0	0
ENSG00000203262	2	0	0	0	1	0
ENSG00000203266	1	2	0	0	0	0
ENSG00000203279	76	95.99999	76.00001	28.99995	30.00001	18.00004
ENSG00000203280	4	5	7	0	0	0
ENSG00000203286	3	2	2	28	42	0
ENSG00000203288	240	198	237	251	100	150.00001
ENSG00000203307	0	0	2	0	0	1
ENSG00000203321	52	50	43	65	36	52
ENSG00000203325	0	4	0	0	1	0
ENSG00000203326	481	350.00001	388.00001	70	61	38.00001
ENSG00000203327	0	2	0	1	0	2
ENSG00000203356	9	7	4	6	3	3
ENSG00000203362	5	0	8	0	2	0
ENSG00000203363	0	0	0	1	0	0
ENSG00000203364	0	1	3	1	0	0
ENSG00000203387	2	3	2	5	0	2
ENSG00000203392	1	4	2	3	0	1
ENSG00000203411	22	27	19	9	19	9
ENSG00000203414	0	2	0	0	1	0
ENSG00000203416	1	1	1	0	0	0
ENSG00000203434	2	1	0	4	5	2
ENSG00000203435	0	0	0	0	1	1
ENSG00000203446	4	1	4	0	0	0
ENSG00000203469	34	46	41	74	38	34
ENSG00000203472	14	9	5	5	4	3
ENSG00000203485	978.99999	843	947.99999	2071	3404.99999	1676.99998
ENSG00000203489	0	0	0	1	0	0
ENSG00000203496	0	1	1	0	0	0
ENSG00000203497	69	77	76	42	20	51
ENSG00000203499	180	160	167	138	118	101
ENSG00000203506	0	2	0	1	2	0
ENSG00000203523	2	0	0	4	0	3
ENSG00000203546	233	231.00001	202	112	66	100.00001
ENSG00000203565	4	9	3	0	0	0
ENSG00000203573	13	23	19	6	2	3
ENSG00000203585	1	0	0	0	0	0
ENSG00000203588	1	1	0	0	1	0
ENSG00000203593	5	3	2	0	0	0
ENSG00000203601	0	0	2	0	0	2
ENSG00000203616	0	0	0	0	1	0
ENSG00000203618	0	2	0	0	0	0
ENSG00000203620	0	1	0	2	0	1
ENSG00000203635	37	17	12	4	1	3
ENSG00000203644	121	178	134	111	110	152
ENSG00000203645	0	0	2	633.00001	471.00001	492
ENSG00000203647	0	0	0	6	0	0
ENSG00000203650	723	706.99999	779	148.99999	68	98.99999
ENSG00000203663	1	0	0	0	0	0
ENSG00000203666	528.00001	478	497.99999	286	170.00001	263.00001
ENSG00000203667	6586	5785.99999	5924.00001	1710.00001	1407	1446.99999
ENSG00000203668	140	91	89	46	71	33
ENSG00000203684	2	3	6	2	8	0
ENSG00000203688	2	2.99998	6	0	0	0
ENSG00000203697	49.00001	58	48	489	406	481.00001
ENSG00000203705	1222.00001	1292.99999	1258.00001	508.99999	317	454
ENSG00000203706	406.99999	340.00001	285	346	221.99999	272
ENSG00000203709	15.00002	10.99998	21	31.00001	12	8
ENSG00000203710	0	0	0	0	1.00002	0
ENSG00000203711	153.99998	119	123.00001	61.00001	53	86
ENSG00000203721	16.00001	24	5.99998	16	9	14
ENSG00000203722	64	46	67	23	17	25
ENSG00000203724	571	501	543	767	383	575
ENSG00000203727	0	0	1	0	3	0
ENSG00000203730	0	0	4	0	0	0
ENSG00000203734	5	6	0	7	3	0
ENSG00000203739	20.99999	10	13	14	7	13
ENSG00000203740	0	0	0	1	0	4
ENSG00000203760	2727	2003.99999	1882	1968.99999	1309.99999	1487.00001
ENSG00000203761	49	34	30	46	52	50
ENSG00000203772	0	0.99999	0.99999	0.99999	0	0
ENSG00000203778	1213	1057.00001	1013.00001	950.00001	463	619.99999
ENSG00000203780	314.99999	279	271	134	161.99999	149.99999
ENSG00000203782	0	1	0	0	0	0
ENSG00000203786	0	0	1	0	0	0
ENSG00000203791	530	569	484.00001	277	240	298.99999
ENSG00000203797	28	23	35	29	28.00001	24.99999
ENSG00000203799	9	12	8	12	3	11
ENSG00000203801	4	4	14	2	0	3
ENSG00000203804	4	2	6	5	2	7
ENSG00000203805	10	8	4	8	4	0
ENSG00000203808	0.99999	0	0	3	0	3
ENSG00000203811	10	25	17	12	5	6
ENSG00000203814	13	36	30	11	13	0
ENSG00000203852	14	4	15	17	9	5
ENSG00000203859	0	1	0	0	0	0
ENSG00000203864	2	1	3	0	0	0
ENSG00000203865	253	175.99999	191	207	118	114.99999
ENSG00000203867	0	1	2	0	0	0
ENSG00000203872	11	6	3	10	9	2.99999
ENSG00000203875	57530.99997	48956.99996	52940.00002	3785	2928.00003	3250
ENSG00000203876	8	8	9.00001	1	2	1
ENSG00000203877	0	2	0	0	0	0
ENSG00000203878	0	0	0	2	0	0
ENSG00000203879	1535.99999	1535.00001	1439	1446.00001	2405.00001	1447
ENSG00000203880	642.99999	681.99999	823.99999	294.99998	231.00001	259
ENSG00000203883	2	3	0	1	0	1
ENSG00000203896	1	24	12.00001	1	20.00002	16
ENSG00000203907	23	25	27	254	157	216
ENSG00000203908	0	0	0	0	1	0
ENSG00000203909	1	0	0	1	0	0
ENSG00000203910	0	0	1	0	0	0
ENSG00000203914	0	2	3	0	1	0
ENSG00000203926	1	2	0	9	0	4
ENSG00000203930	39.99999	32	36.00001	1	1	0
ENSG00000203943	29	42	43	34	14	27
ENSG00000203950	6584.00001	6186.00001	6140	11292	6717.99999	11072.99999
ENSG00000203952	19	9	21	2	1	1
ENSG00000203963	0	0	0	0	1	0
ENSG00000203965	92.99999	76	74	73	35	64
ENSG00000203985	2	4	3	27	14	30.00001
ENSG00000203987	3	0	0	0	0	0
ENSG00000203989	0	1	0	0	0	0
ENSG00000203993	85.00001	117	90	93.99999	102.00001	103.00001
ENSG00000203995	56	47	32	200	113	104
ENSG00000203999	52	68	48.00001	28.00001	27	34
ENSG00000204003	0	0	1	1	3	0
ENSG00000204006	0	0	2	0	0	0
ENSG00000204007	0	0	0	0	0	1
ENSG00000204010	0	1	0	0	0	0
ENSG00000204011	0	1	0	0	0	0
ENSG00000204019	1091	1075	1056	2273	1162	1683
ENSG00000204021	4	7	3	1	0	1
ENSG00000204022	1	3	0	0	0	0
ENSG00000204044	22	24	13	6	4	13
ENSG00000204052	23	13	14	13	13	1
ENSG00000204054	2144.99999	2031	1903	1837	1691.00002	1286.00002
ENSG00000204055	21	30	30	199	523	30
ENSG00000204060	14	4	2	41	68	41
ENSG00000204065	0	0	0	1	0	0
ENSG00000204070	2144	2099.99999	2176.99999	2083.99999	1892.99999	2056.00001
ENSG00000204071	0	0	1	0	0	1
ENSG00000204072	0	1	0	0	0	0
ENSG00000204084	89	80	99	104	63	50
ENSG00000204086	0	1	2	1	0	0
ENSG00000204091	6	3	6	0	3	8
ENSG00000204099	0	1	2	0	0	0
ENSG00000204103	0	0	0	5	4	2
ENSG00000204104	371	289.00001	318.99999	142.99999	166.00001	121.99999
ENSG00000204110	3	0	1	0	0	0
ENSG00000204116	86	69	77	71	67	67
ENSG00000204117	0	0	2	0	0	0
ENSG00000204120	1274	1138.99999	1192.00001	983.00003	1041.00001	725.00001
ENSG00000204128	17	18	20	13	9	14
ENSG00000204130	183	174.00001	159.99999	47	39	30
ENSG00000204131	13	15	11	26	26	18
ENSG00000204136	8	1	4	1	4	11
ENSG00000204138	745	688.00001	670	677.00001	981.00001	359
ENSG00000204140	3	1	9	6	1	1
ENSG00000204147	252.99999	253.99999	280	94.00001	46.00001	76
ENSG00000204148	0	0	3	0	0	0
ENSG00000204149	47.00001	67	50.00001	42	21	21
ENSG00000204152	108.00001	105	98	94	65	70
ENSG00000204160	124	73	126	369.99999	589.99999	304
ENSG00000204161	1	1	0	0	0	0
ENSG00000204172	48	35	43	14	1	5
ENSG00000204174	14	14	6	3	4	3
ENSG00000204175	81	49	49	38	53	37
ENSG00000204176	35	42	42.99999	99	32	36
ENSG00000204178	243.00001	185.99999	194.99999	158.00001	194.00001	149.99999
ENSG00000204179	0	0	0	1.00002	1	3
ENSG00000204183	1	2	1	0	0	0
ENSG00000204186	47	40	36	1	3	3
ENSG00000204194	44	34	48	70	47	57
ENSG00000204195	0	0	0	4	3	20
ENSG00000204196	41	35	19	111	58	83
ENSG00000204209	591.99999	544.99997	485.00001	583.99999	596.00004	520.00001
ENSG00000204217	479	437	449	263	213	148
ENSG00000204219	387.00001	378.00001	311.99999	409.99999	301.00001	349
ENSG00000204220	1581.00001	1362	1466	1546	1040	1251
ENSG00000204227	183	222	209.00001	289	332.99999	267.99999
ENSG00000204228	213.00001	294	230.00001	706	850	726.00001
ENSG00000204231	198.99999	237.00001	210	302.00001	429	278
ENSG00000204237	1023	1107.00001	1152.99999	1307	1290	1297
ENSG00000204241	6	6	6	0	0	0
ENSG00000204248	4	4	9	6	0	0
ENSG00000204252	2	1	3	0	0	0
ENSG00000204253	611	386	461	748	622	622
ENSG00000204256	1531.99999	1326	1315.00001	1603	1642	1142.00002
ENSG00000204257	1467.99999	1223.00001	1312	932	593.99998	905.00002
ENSG00000204261	444	458.99998	414	219.00001	117	187.99999
ENSG00000204262	16	7	19	2.00001	2	3
ENSG00000204264	4908.99999	4882.99999	4780.99999	9056	6194	8217
ENSG00000204267	689.00001	719.00001	624	409	269	337.99999
ENSG00000204271	66	71	61	49	36.99999	46.99999
ENSG00000204272	8845	7871	7909	7684	4868.00001	6444.99999
ENSG00000204277	2	0	0	1	1	0
ENSG00000204279	0	0	0	1	0	0
ENSG00000204283	2	0	0	0	0	0
ENSG00000204287	527	427.00001	517	50	19	53
ENSG00000204290	1	0	0	0	0	0
ENSG00000204291	16	15	8	1	0	0
ENSG00000204301	4	2.99999	7.00001	5	2	1
ENSG00000204304	155	135	143	264	250	212
ENSG00000204305	12	4	4	7	1	12
ENSG00000204308	789	975	788	1489	1351.99999	1590
ENSG00000204310	526	445.99999	413.00001	533	669.00001	469
ENSG00000204311	331	345.00001	365	15	19	4
ENSG00000204314	7	5.00001	10	2	0	0
ENSG00000204315	298	223.00001	214.99999	559.00001	568	514.00001
ENSG00000204316	1905.99999	2310	1862.00001	3169.00001	3907	3588
ENSG00000204323	0	2.99998	4	20.00001	23.99999	23
ENSG00000204334	658.99999	703	694.00001	315	175	285.00001
ENSG00000204335	5	11	7	1	3	3
ENSG00000204344	647	687.00001	681	779.99999	638.99999	818
ENSG00000204347	1	0	0	0	0	0
ENSG00000204348	381	341	377.99999	362	279	367
ENSG00000204351	514.00001	411	404	830	1187.99999	695.00001
ENSG00000204356	1708	1835.99998	1561.00002	2615.99999	3094.00001	2813
ENSG00000204362	4	0	5	27	20	18
ENSG00000204366	89	59	54	35	6	23
ENSG00000204370	6269.00001	5978	5803	4215.00001	2035	3543
ENSG00000204371	532	415	418.00001	1145	1943.99999	951.00001
ENSG00000204379	68070	57720	59707.99999	18985	11087	14653
ENSG00000204380	1	1	1	1	3	5
ENSG00000204381	83.99999	102	94	37.00001	20.99999	29.00001
ENSG00000204382	67739.99999	57550.00001	58821.99999	18730.99999	10883	14319
ENSG00000204385	1	1	0	37	45	35
ENSG00000204386	1874	1724	1508.00001	1758	1342.00001	1938.99999
ENSG00000204387	7601.99997	7996.00001	8143.99999	5251	3509.00001	4898.99998
ENSG00000204388	1511	1045	1137	492	448	267
ENSG00000204389	2182	1591	1741	699	896	679
ENSG00000204390	24	22	13	8	5	3
ENSG00000204392	2267.00001	2145	2161.99998	4930	3810.00001	3990
ENSG00000204393	3	1	1	0	1	0
ENSG00000204394	755	703	789	1501.99999	2761.99999	1423
ENSG00000204396	7	12	24	35.00001	79	31
ENSG00000204397	1216	927.99999	971	453	397.00001	539
ENSG00000204406	513	375	362.99999	280	172.99999	204.00001
ENSG00000204410	136	153	157	123.99999	116	110
ENSG00000204420	7	2	4	5	0	0
ENSG00000204421	1	1	1	3	5	8
ENSG00000204427	503.00001	472.99999	452	544.99999	550.99999	632
ENSG00000204428	75	66	54	19	13	5
ENSG00000204434	5	9	3	1	2	0
ENSG00000204435	6846.99999	5959	5635.00001	12813.00001	11090	10432
ENSG00000204438	786.00002	640.99998	663.00001	1103.99999	1068.00002	989.00001
ENSG00000204439	181	208	148	125	213	135
ENSG00000204442	1	0	0	70	55	37
ENSG00000204444	35	44	30	40	35	24
ENSG00000204449	0	0	0	1	0	0
ENSG00000204463	935.99997	811.99997	855.00002	1739.00001	2688	1696.00001
ENSG00000204464	0	0	0	2	3	1
ENSG00000204469	739.99999	663	662	1013.99999	1299	691.99999
ENSG00000204472	0	1	0	0	0	0
ENSG00000204475	0	1	0	0	3	0
ENSG00000204482	18	28	13	2	0	4
ENSG00000204498	159.99999	197.00001	148	428	585	423.00001
ENSG00000204501	0	0	0	0	0	1
ENSG00000204511	0	1	2	8	5	1
ENSG00000204514	2839	2405.99998	2467	1940.99999	1428	1523
ENSG00000204516	61	47	52	196	148	157
ENSG00000204519	425	318	358.99999	149	127	99.99999
ENSG00000204520	478.00001	518	432	379.00001	300	394
ENSG00000204524	153	162	177	34	34	30
ENSG00000204525	6259.00001	6160	5946	10431.99999	8615	12421
ENSG00000204528	0	0	0	3	0	1
ENSG00000204529	0	0	0	1	0	0
ENSG00000204531	1	6	2	18	7	5
ENSG00000204532	0	0	0	1	0	0
ENSG00000204536	204	107.99999	148.99999	478	450	449
ENSG00000204538	0	0	2	0	0	0
ENSG00000204539	1	2	5	8	5	9
ENSG00000204540	720.00001	572	637	141	104	138
ENSG00000204542	1	0	1	0	0	1
ENSG00000204544	1	2	0	16	4	9
ENSG00000204560	308.99999	261	348.00001	341.00001	551	320
ENSG00000204564	297.99999	285	267.00001	381.00001	349.99999	337.00001
ENSG00000204568	2827.00001	2685.00001	2712.00001	4184	3602	3871
ENSG00000204569	887	818.00001	778.99999	774	966.00001	620
ENSG00000204572	0	0	0	0	0	3
ENSG00000204574	2455	1760.99999	1833.99999	2251.00001	2381.00001	1367
ENSG00000204576	412	293	319	457	283.00001	372.00001
ENSG00000204577	1	6	3	2	8	3
ENSG00000204580	558.99998	491.99999	565.99999	948.99997	1342.99999	947.00002
ENSG00000204581	1	2	1	0	0	0
ENSG00000204583	5	8	4	11	13	15
ENSG00000204584	5	5	1	27	10	13
ENSG00000204588	329	244.00001	256	267.00001	245.99999	316
ENSG00000204590	573	647	581	778	1106	778
ENSG00000204592	4568.99999	4342.00001	4555.99999	3832	3338	3641
ENSG00000204595	2	0	1	0	0	0
ENSG00000204599	72	90.99999	84	91.99999	127.00001	73.99999
ENSG00000204603	2	2	1	0	0	0
ENSG00000204604	1073.00001	921	1039.00001	277.99999	164	275
ENSG00000204610	1	0	0	62	74	63
ENSG00000204611	473	429	464	35.00001	38	31
ENSG00000204613	0	0	0	7	6	4
ENSG00000204616	13	7	3	546	368.00001	446
ENSG00000204618	24	18	29	54	47	69
ENSG00000204619	1694	1722	1678	2153	1718	2512
ENSG00000204620	102	110	88	51	35	50
ENSG00000204622	0	1	1	1	0	1
ENSG00000204624	9	5.00001	4	0	5	2.00001
ENSG00000204625	19	9	16.99999	6	1	6
ENSG00000204628	86735	83577.99999	75227.00001	162427.00001	105894.00003	135495.99999
ENSG00000204632	17	6	4	6	6	9
ENSG00000204634	118.00001	92	101	191.99999	196	132.99999
ENSG00000204637	0	0	1	0	0	0
ENSG00000204642	429.00001	428	430	822.99998	536.00001	808
ENSG00000204644	2	2	1	1	1	2
ENSG00000204650	1	0	0	0	6	0
ENSG00000204652	0	1	0	2	1	0
ENSG00000204655	0	0	1	0	0	0
ENSG00000204657	2	0	0	0	0	0
ENSG00000204659	1	2	3	3	4	4
ENSG00000204661	2	1	3	2	2.00002	3
ENSG00000204666	6	2.00001	3	0	0	0
ENSG00000204669	0	0	0	0	0	4
ENSG00000204671	0	1	0	0	0	0
ENSG00000204673	807	685.00001	631.00001	881.00001	1051	986.99998
ENSG00000204677	1348	1239	1241.00002	2896	1654	2139.99999
ENSG00000204681	22	30	28	0	0	0
ENSG00000204682	66	89	92	27	19	10
ENSG00000204684	1	1	5	0	0	0
ENSG00000204685	67.00001	89.99999	123	39	67	64
ENSG00000204695	0	0	0	0	0	2
ENSG00000204706	72.00001	52	37	24.99998	12	21
ENSG00000204709	50	48	37	100	34	63
ENSG00000204710	0	0	1	0	0	0
ENSG00000204711	6	10	8	9	6	2
ENSG00000204713	2119	1731	2032	1665	1330.99999	1540
ENSG00000204740	3	5	2	2	0	3
ENSG00000204745	40	24	31	23	26	13
ENSG00000204754	3	1	2	0	0	0
ENSG00000204758	46	35	39.99999	34	21	17
ENSG00000204764	67.99999	66	66.99999	28	19.99999	15.99998
ENSG00000204767	0	1	0	1	0	0
ENSG00000204776	5	5	4	0	0	0
ENSG00000204778	36	23	44	34	9	22
ENSG00000204780	2	1	1	0	0	0
ENSG00000204789	1	1	0	0	0	0
ENSG00000204790	5	5	8	4	1	8
ENSG00000204792	204	148	142	20	14	23
ENSG00000204801	3	0	0	0	0	0
ENSG00000204802	61	63.00001	49	53	49	56.99999
ENSG00000204815	81	83	67	93	103	98
ENSG00000204822	6720.00001	5879	6059	7878	6225	5928
ENSG00000204839	32	32	38	280	568	196.99999
ENSG00000204842	373.00001	344.99998	273.00001	428	560.99999	278
ENSG00000204843	870.99998	718	731.00001	1062.00001	1519.99999	1005
ENSG00000204851	0	0	0	0	0	1
ENSG00000204852	661.99999	650.00001	564.99999	399	263	335
ENSG00000204856	692.00001	784	703.99998	785	429	711.00001
ENSG00000204859	167	144	146	417	325.99999	431
ENSG00000204860	174	164	224	257	133	200
ENSG00000204866	0	1	2	2	0	0
ENSG00000204869	1	2	2	0	0	0
ENSG00000204876	27	22	13	33	13	36
ENSG00000204882	0	0	0	0	0.99999	0
ENSG00000204887	9	0	0	0	0	0
ENSG00000204894	28	41	38	0	0	0
ENSG00000204899	444	425	383	800	473	541
ENSG00000204904	41.99999	31.99999	20	14	4	18.00001
ENSG00000204909	0	0	0	0	0	1
ENSG00000204913	5	2	3	0	0	1
ENSG00000204920	138.99999	158.99999	124.99999	37.00002	33.00001	30
ENSG00000204922	2839	2765	2906	5055	4864.99999	4688
ENSG00000204923	168	120	125	84.99999	51.99999	82
ENSG00000204928	0	0	0	0	1	1
ENSG00000204929	98.99999	60	94	10	8	6
ENSG00000204930	0	0	1	0	0	2
ENSG00000204933	2	0	0	0	0	0
ENSG00000204934	41.00001	33	29	23.99999	11.00001	11.99999
ENSG00000204936	102.99999	117	117.00001	1	2	1
ENSG00000204941	53.99999	41	63	36	17	33.99999
ENSG00000204946	45	62	67	102	66	47
ENSG00000204947	55	42	38	72	41	38
ENSG00000204949	22	46	32.99999	10	16	7
ENSG00000204950	4	5	5	2	1	0
ENSG00000204952	2	4	3	2	0	1
ENSG00000204954	1021.99999	873	844	1148.00001	704.00001	796
ENSG00000204956	34	23	20	9	5	7
ENSG00000204959	80	54	77	26	27	27
ENSG00000204961	19	6	2	6	4	2
ENSG00000204962	7	2	5	9	2	4
ENSG00000204963	167	133	132	2	1	4
ENSG00000204965	17	15	20	0	3	3
ENSG00000204967	64.00001	35.99999	41	44	66	47
ENSG00000204969	2	2.00001	7	2.00001	0	0
ENSG00000204970	154	96	92	3	0	1
ENSG00000204971	0	0	0	19	3	5
ENSG00000204977	144	144.00001	159	308	181	215
ENSG00000204982	0	0	1	0	0	0
ENSG00000204983	46	31	63	0	1	1
ENSG00000204990	1	0	1	0	0	0
ENSG00000204991	131	87.00001	113.00001	147	150	137
ENSG00000205002	0	2	1	0	0	0
ENSG00000205015	0	0	0	0	1	0
ENSG00000205018	1	0	0	0	0	0
ENSG00000205022	0	0	0	0	1	0
ENSG00000205037	4	2	1	1	1	1
ENSG00000205038	0	0	0	0	1	0
ENSG00000205041	2	1	0	4	4	0
ENSG00000205045	4	7	6	10	3	9
ENSG00000205054	5	6	9	2	0	0
ENSG00000205057	4	9	2	0	0	0
ENSG00000205060	503	453	419	168	133	105
ENSG00000205076	0	2	0	41	43	42
ENSG00000205078	253	271	255	583	431.99999	478
ENSG00000205084	210.00001	209.99999	213.99998	177.99998	111	136.00001
ENSG00000205085	11	14	11	5	20	9
ENSG00000205086	0	0	0	1	0	0
ENSG00000205089	11.00001	10	8	2	5	2
ENSG00000205090	3	4	3	1	1	0
ENSG00000205097	1	0	0	0	0	0
ENSG00000205100	4	4	3	0	0	0
ENSG00000205105	206	152	144	142	114	104
ENSG00000205106	12	13	8	0	0	0
ENSG00000205111	4	0	1	0	0	2
ENSG00000205116	7	6	3	1	1	0
ENSG00000205129	363	298	281.99999	59.99999	45	21
ENSG00000205133	693.00002	550.99998	548.00002	175	112	135.99998
ENSG00000205138	136	170	146	309	412	284
ENSG00000205143	1	0	0	0	0	0
ENSG00000205155	4124	3767.99999	4153.00001	5648.99999	4049.00001	4659.99999
ENSG00000205177	3	4	3	1	0	1
ENSG00000205181	33	26	20	37	19	17
ENSG00000205189	171	135	153	433.99999	444.99999	233
ENSG00000205208	217	172.00001	135	141	77	122
ENSG00000205209	12	25	15	4	1	2
ENSG00000205213	136	83.99999	90.99999	154	145.99999	124.99999
ENSG00000205220	2511	2047.00001	2176.99999	6787.99999	5467.00001	6508
ENSG00000205236	18	16	24	10	12	21
ENSG00000205238	8	11	12	16.00001	7	5
ENSG00000205250	820.99999	867.99999	725.99999	1054.99999	1192.99998	1045
ENSG00000205268	153	148	168	46	42	32
