GENEID	R1_H1975	R2_H1975	R3_H1975	R1_HCC827	R2_HCC827	R3_HCC827
ENSG00000261045	1	2	1	0	0	0
ENSG00000261049	0	0	2	0	0	0
ENSG00000261051	12	15	8	0	2	0
ENSG00000261052	679.99999	564.99999	519.99999	916	820.99999	904.99999
ENSG00000261054	0	0	2	2	0	0
ENSG00000261055	2	2	0	1	2	0
ENSG00000261056	0	0	0	0	5	0
ENSG00000261061	1	0	0	0	1	1
ENSG00000261063	0	4	1	1	0	1
ENSG00000261064	143	148	139	21	24	15
ENSG00000261065	3	0	0	6	1	4
ENSG00000261067	3	6	6	0	1	1
ENSG00000261070	0	1	2	2	0	0
ENSG00000261071	77	89	94	49	42	71
ENSG00000261072	0	0	0	1	0	0
ENSG00000261077	1	1	0	0	0	1
ENSG00000261078	0	0	1	0	0	0
ENSG00000261079	15	11	11	6	8	1
ENSG00000261083	10	6	8	1	0	3
ENSG00000261087	31	45	44	40	24	28
ENSG00000261089	2	3	0	1	2	0
ENSG00000261092	85	68	44	18	13	14
ENSG00000261093	3	0	0	0	0	0
ENSG00000261094	14	26	21	10	9	5
ENSG00000261096	0	0	1	0	1	0
ENSG00000261098	26	22	5	22	8	4
ENSG00000261101	0	0	1	0	3	0
ENSG00000261104	25	18	20	15	2	6
ENSG00000261105	26	23	35	2	2	8
ENSG00000261108	0	0	0	0	1	0
ENSG00000261113	2	3	1.99999	1	1.99999	2
ENSG00000261114	2	1	2	4	0	1
ENSG00000261115	0	0	1	1	0	1
ENSG00000261118	160	146.00001	167	116	82.99999	76
ENSG00000261121	0	0	0	1	6	0
ENSG00000261122	11	12	11	0	0	0
ENSG00000261124	2	1	2	0	10	1
ENSG00000261126	3	3	5	5	1	1
ENSG00000261131	11	11	13	26	14	8
ENSG00000261136	7	5	2	1	2	3
ENSG00000261140	5	52	60	1	1	6
ENSG00000261141	1	1	2	6	0	0
ENSG00000261147	15	11	10	3	4	0
ENSG00000261150	106	95	93	28	30	12
ENSG00000261158	2	0	0	0	2	0
ENSG00000261161	6	5	8	0	3	0
ENSG00000261167	6	0	3	4	6	2
ENSG00000261168	1	2	2	0	0	0
ENSG00000261170	9	9	17	9	9	8
ENSG00000261172	7	42	9	2.00001	3	0
ENSG00000261173	37	28	26	16	18	12
ENSG00000261175	1	0	1	1	1	0
ENSG00000261177	1	0	0	0	0	0
ENSG00000261183	708	618.99999	650.00001	532	466	436
ENSG00000261186	0	3	1	0	5	2
ENSG00000261187	0	1	2	1	0	1
ENSG00000261188	114	109	127	63	26	52
ENSG00000261189	382	279.99999	321	42.00001	37	42
ENSG00000261202	0	6	2	0	0	0
ENSG00000261203	0	0	2	0	0	0
ENSG00000261204	1	0	2	1	0	1
ENSG00000261205	0	2	1	3	0	1
ENSG00000261208	0	1	2	0	2	0
ENSG00000261210	0	2	1	10	1	1
ENSG00000261211	7	5	13	12	4	6
ENSG00000261215	7	1	2	0	0	0
ENSG00000261216	1	2	0	5	1	0
ENSG00000261219	0	0	1	0	1	0
ENSG00000261220	2	8	2	32	27	26
ENSG00000261221	140	121	124	140	189	80
ENSG00000261227	0	0	0	3	4	3
ENSG00000261231	1	0	0	0	0	0
ENSG00000261235	1	0	0	105	49	75
ENSG00000261236	430.00001	472	358.99999	882.00001	1559.99999	884
ENSG00000261241	0	1	0	0	0	0
ENSG00000261242	11	11	18	2	0	1
ENSG00000261243	0	0	0	0	0	1
ENSG00000261247	1	2	2	0	2	0
ENSG00000261248	1	0	0	0	0	2
ENSG00000261251	31	12	31	26	7	13
ENSG00000261253	23	24	23	3	3	7
ENSG00000261257	0	0	0	0	1	0
ENSG00000261260	1	0	0	0	0	0
ENSG00000261266	0	0	0	1	0	0
ENSG00000261267	8	1	1	0	0	2
ENSG00000261268	6	5	4	12	14	13
ENSG00000261270	0	6	0	2	16	6
ENSG00000261272	0	0	0	0	8	0
ENSG00000261275	0	0	1	0	0	0
ENSG00000261278	3	1	2	0	0	0
ENSG00000261281	0	0	0	1	0	0
ENSG00000261286	0	2	1	5	2	1
ENSG00000261288	0	0	4	3	0	2
ENSG00000261291	1	0	0	0	0	0
ENSG00000261298	0	2	1	0	0	3
ENSG00000261302	6	7	15	2	4.99998	3
ENSG00000261303	0	0	0	1	0	0
ENSG00000261308	0	0	1	13	7	14
ENSG00000261310	3	0	0	0	0	0
ENSG00000261312	4	6	8	4	27	4
ENSG00000261314	1	0	0	0	0	0
ENSG00000261315	2	2	4	2	0	2
ENSG00000261318	5	1	4	1	3	5
ENSG00000261320	1	0	0	0	0	2
ENSG00000261324	3	1	2	9	7	2
ENSG00000261325	1	0	0	0	0	0
ENSG00000261326	3	7	3	13	8	4
ENSG00000261329	2	1	0	2	2	0
ENSG00000261330	1	0	2	1	1	0
ENSG00000261333	0	0	0	1	0	0
ENSG00000261334	2	0	0	0	0	0
ENSG00000261335	4	7	9	8	3	1
ENSG00000261336	0	1	0	0	0	0
ENSG00000261338	2	0	0	1	6	3
ENSG00000261341	91	71	77	89	67	68
ENSG00000261342	31	38	43	2	3	3
ENSG00000261349	1	0	0	0	0	1
ENSG00000261351	43	24	37	21	13	14
ENSG00000261357	29	20	19	3	2	0
ENSG00000261359	9	8	10	0	0	0
ENSG00000261360	30	28	33	13	4	7
ENSG00000261363	0	0	1	0	0	0
ENSG00000261366	22	15	21	2	1	2
ENSG00000261369	1	1	2	0	7	1
ENSG00000261371	35	28	22	7	10	13
ENSG00000261373	592.99999	642	475	446.99999	555.99999	479
ENSG00000261379	0	2	1	0	0	0
ENSG00000261385	22	10	10	16	39	32
ENSG00000261390	2	2	1	2	4	3
ENSG00000261392	54	42	44	0	3	3
ENSG00000261393	0	0	1	0	0	0
ENSG00000261395	17	17	11	5	3	6
ENSG00000261399	0	0	0	0	0	1
ENSG00000261404	22	3	7	0	1	4
ENSG00000261407	11	5	5	9	9	4
ENSG00000261408	21	19	24	55.00001	37.00001	40
ENSG00000261411	0	0	0	0	0	1
ENSG00000261419	2	3	3	3	1	0
ENSG00000261420	3	5	3	3	6	0
ENSG00000261423	78	65	53	27	21	18
ENSG00000261424	0	1	0	0	0	0
ENSG00000261427	8	7	10	1	0	0
ENSG00000261429	0	1	0	0	0	0
ENSG00000261430	3	1	2	2	7	2
ENSG00000261431	0	2	2	19	20	13
ENSG00000261433	0	0	1	0	0	0
ENSG00000261437	101.99999	118	88	129.00001	126.00001	125.00001
ENSG00000261441	17	15	16.00001	3	7	8
ENSG00000261446	0	0	0	1	0	1
ENSG00000261447	0	2	1	0	0	1
ENSG00000261448	0	0	0	0	0	0.99999
ENSG00000261449	0	1	0	0	1	0
ENSG00000261455	86	84	96	126	88	92
ENSG00000261456	1	1	2	0	1	0
ENSG00000261457	0	1	0	1	0	0
ENSG00000261458	0	0	0	3	2	0
ENSG00000261459	3	3	1	0	2	0
ENSG00000261460	3	1	1	1	2	1
ENSG00000261461	7	10	11	1	7	7
ENSG00000261465	42	52	53	25	17	7
ENSG00000261467	0	0	0	0	0	2.00001
ENSG00000261468	2	2	5	5	0	2
ENSG00000261469	0	1	1	0	0	0
ENSG00000261474	167	152	172	141	144	39
ENSG00000261476	0	1	0	0	0	0
ENSG00000261481	0	1	0	4	1	2
ENSG00000261485	1	0	8	8	6	2
ENSG00000261487	7	9	9	2	0	2
ENSG00000261488	11	9	4	5	3	3
ENSG00000261497	0	0	0	1	0	0
ENSG00000261499	1	6	4	1	4	6
ENSG00000261504	1	4	2	0	0	0
ENSG00000261505	14	6	14	65	43	18
ENSG00000261512	21	18	25	11	12	13
ENSG00000261514	5	1	1	0.99999	1	0
ENSG00000261519	222	253	256	66	70	62
ENSG00000261523	1	0	1	0	0	1
ENSG00000261526	93	74	75	40	29	38.99999
ENSG00000261535	0	0	0	8	0	0
ENSG00000261537	4	3	5	0	0	0
ENSG00000261542	14	24	6	1	0	1
ENSG00000261543	0	1	2	0	0	0
ENSG00000261548	1	0	2	8	11	3
ENSG00000261549	1	2	0	1	0	0
ENSG00000261553	25	27	27	27	9	20
ENSG00000261554	1	0	0	0	0	0
ENSG00000261556	0	0	1	2	3	0
ENSG00000261557	1	1	1	2	1	1
ENSG00000261558	0	2	1	0	0	0
ENSG00000261559	0	0	1	0	0	0
ENSG00000261560	3	4	0	6	2	0
ENSG00000261564	7	12	8	0	0	1
ENSG00000261570	1	1	0	1	0	0
ENSG00000261572	17	17	24	11	28	9
ENSG00000261573	1	0	0	0	0	0
ENSG00000261575	0	4	4	1	0	0
ENSG00000261578	20	8	5	10	37	6
ENSG00000261582	9	16	22	11	27	10
ENSG00000261584	2	0	1	2	1	1
ENSG00000261587	46	67.99999	53.99999	8	5	8
ENSG00000261588	7	2	6	8	7	7
ENSG00000261594	0	1	2	1	1	0
ENSG00000261595	1	1	1	0	2	0
ENSG00000261596	0	1	0	1	0	0
ENSG00000261599	0	0	0	0	1	0
ENSG00000261600	30	20	19	14	8	6
ENSG00000261602	8	6	2	7	3	6
ENSG00000261603	0	3	2	0	0	0
ENSG00000261604	0	1	3	1	1	3
ENSG00000261609	103	60	88.00001	70	60	39
ENSG00000261610	1	1	0	0	1	0
ENSG00000261611	25	19	21	18	17	8
ENSG00000261612	66	46	54	22	12	14
ENSG00000261613	14	4	4	30	28	15
ENSG00000261614	6	2	0	4	0	2
ENSG00000261615	1	2	3	0	0	0
ENSG00000261616	2	2	2	1	0	0
ENSG00000261617	0	0	0	1	0	0
ENSG00000261618	1	0	0	0	3	0
ENSG00000261620	3	0	0	2	0	0
ENSG00000261624	1	1	0	0	1	0
ENSG00000261628	0	0	1	0	0	0
ENSG00000261630	1	0	0	1	3	1
ENSG00000261632	0	0	0	0	3	0
ENSG00000261633	5	4	14	3	7	1
ENSG00000261634	4	2	6	10	3	1
ENSG00000261635	2	3	9	2	3	1
ENSG00000261641	3	2	4	6	3	5
ENSG00000261644	1	1	0	0	1	2
ENSG00000261645	10	5	6	4	0	0
ENSG00000261647	0	0	0	1	0	0
ENSG00000261648	2	0	1	0	0	0
ENSG00000261652	235	147	201	53	46	59
ENSG00000261653	0	0	1	0	0	0
ENSG00000261654	9	8	8	0	0	0
ENSG00000261655	0	0	0	1	0	0
ENSG00000261656	3	1	2	0	0	3
ENSG00000261659	4	7	5	4	1	0
ENSG00000261663	17	1	14	4	56	27
ENSG00000261664	8	2	0	11	27	8
ENSG00000261668	5	3	4	3	2	0
ENSG00000261670	0	1	0	0	0	0
ENSG00000261671	0	0	11	0	4	0
ENSG00000261679	4	6	4	6	4	6
ENSG00000261684	18	5	2	6	8	1
ENSG00000261687	0	0	0	1	0	0
ENSG00000261691	2	0	1	3	0	1
ENSG00000261693	0	1	0	0	0	0
ENSG00000261697	0	0	3	0	0	0
ENSG00000261701	0	0	0	0	2	0
ENSG00000261706	0	0	0	1	0	0
ENSG00000261707	3	0	2	3	0	1
ENSG00000261713	0	1	2	1	1	2
ENSG00000261714	0	1	0	0	0	0
ENSG00000261716	2	0	1	0	1	0
ENSG00000261717	7	5	1	2	1	0
ENSG00000261722	63	61	60	111	46	104
ENSG00000261723	2	2	1	0	0	0
ENSG00000261728	0	0	0	3	2	3
ENSG00000261729	3	3.99999	0	2	0	0
ENSG00000261732	3	6	5	25	23	3
ENSG00000261736	0	0	1	0	0	0
ENSG00000261739	1	0	0	0	0	0
ENSG00000261740	3573	3740.00001	3733.99999	1250.00001	533	893
ENSG00000261742	2.99999	0	2	0	0	1
ENSG00000261744	0	0	0	1	0	0
ENSG00000261751	8	18	9	0	0	1
ENSG00000261754	0	0	0	0	0	1
ENSG00000261758	72.99999	71	65	36	33	12.00001
ENSG00000261759	61	58	70	18	8	22
ENSG00000261762	37	30	42	40	27	24
ENSG00000261764	6	5	4	23	44	14
ENSG00000261766	0	1	0	0	0	0
ENSG00000261770	4	3	0	10	2	1
ENSG00000261771	12	13	9	5	3	2
ENSG00000261774	7	3	1	1	1	0
ENSG00000261776	0	1	0	0	0	0
ENSG00000261777	66	85	69.99999	65	41	40
ENSG00000261779	5	3	1	9	6	8
ENSG00000261780	0	0	0	817	504.99997	607.00001
ENSG00000261783	23	24	23	146	85	97
ENSG00000261786	11	6	9	11	11	11
ENSG00000261787	0	0	1	141	66.00001	72.00001
ENSG00000261789	0	0	1	0	0	0
ENSG00000261790	8	6	4	10	20	5
ENSG00000261793	0	0	0	0	0	1
ENSG00000261794	6	13	12	1	0	0
ENSG00000261796	96	125	2	2	0	3
ENSG00000261798	0	0	1	0	0	2
ENSG00000261799	56	42	57	41	20	34
ENSG00000261801	116	148	125	58	37	64
ENSG00000261804	103	135.99999	89	29	17	26
ENSG00000261810	3	1	0	0	0	0
ENSG00000261813	1	2	0	1	0	1
ENSG00000261817	10	3	4	0	0	0
ENSG00000261819	20	11	15	13	35	18
ENSG00000261821	0	0	0	2	0	0
ENSG00000261822	8	12	8	10	2	3
ENSG00000261823	0	0	0	0	4	0
ENSG00000261824	1338	1386.00002	1544.99997	359	237.00001	231.99997
ENSG00000261829	0	1	1	0	0	2
ENSG00000261832	42	35	41	41	29	48
ENSG00000261838	99	101	81	7	8	8
ENSG00000261839	0	1	0	0	0	0
ENSG00000261840	66	37	36	28	20	27.99999
ENSG00000261842	0	0	3	2	0	0
ENSG00000261845	0	0	1	2	0	1
ENSG00000261848	0	0	0	2	0	1
ENSG00000261857	1	4	4	4	9	3
ENSG00000261868	0	1	0	0	0	0
ENSG00000261873	20	13	11	0	0	0
ENSG00000261879	209.00001	194	202	110.00001	75.00001	71
ENSG00000261884	171	165	166	114	81	72
ENSG00000261886	32	23	35	7	1	2.99999
ENSG00000261889	60	59	69	18	28	11
ENSG00000261898	3	5	3	5	2	1
ENSG00000261914	0	0	3	5	7	3
ENSG00000261915	866	980	889	1097	738	1126
ENSG00000261916	0	0	0	3	1	1
ENSG00000261924	0	0	0	5	5	1
ENSG00000261934	24	24	7	0	0	0
ENSG00000261938	1	0	1	0	0	0
ENSG00000261939	0	0	0	6	0	0
ENSG00000261949	2	2	0	1	0	3
ENSG00000261970	0	0	0	0	4	2
ENSG00000261971	60	41	55	113	127	47
ENSG00000261976	0	0	0	1	0	0
ENSG00000261987	2	0	0	0	0	0
ENSG00000261996	0	2	0	0	0	0
ENSG00000261997	0	0	0	3	0	0
ENSG00000262001	465.00001	485	499	88.00001	60	56.99998
ENSG00000262003	215	188	170	42	21	30
ENSG00000262020	0	1	0	0	0	0
ENSG00000262038	1	1	0	0	0	0
ENSG00000262049	45	47	48	85	67	64
ENSG00000262050	91	78	64	19	16	7
ENSG00000262052	0	0	0	0	1	0
ENSG00000262061	0	0	0	1	0	0
ENSG00000262074	10	5	1	3	5	3
ENSG00000262075	2	1	0	4	2	2
ENSG00000262094	44	21	40	16	25	15
ENSG00000262096	0	1	0	0	0	0
ENSG00000262097	3	2	0	2	1	0
ENSG00000262098	2	0	0	0	0	0
ENSG00000262099	0	0	0	5	0	0
ENSG00000262112	11	7	10	4	4	1
ENSG00000262117	5	3	3	0	0	0
ENSG00000262120	0	2	1	2	1	0
ENSG00000262136	263	261.00002	276.00001	208	91	132
ENSG00000262140	0	0	0	0	3	0
ENSG00000262141	1	0	0	0	0	0
ENSG00000262147	16	10	12	77	61	47
ENSG00000262151	8	0	11	0	0	0
ENSG00000262152	5	1.99998	9	12.99999	4	12
ENSG00000262154	0	3	4	0	2	7
ENSG00000262155	7.99998	9.00002	8.99999	10	5	1.00002
ENSG00000262160	31	18	29	154	39	1
ENSG00000262165	91	69	88	77	63	79
ENSG00000262179	0	0	1	0	0	0
ENSG00000262185	185.00001	160	148	153	121.99999	102
ENSG00000262188	4	0	2	2	6	4
ENSG00000262198	15.99999	12	9	51	22.99999	34
ENSG00000262202	14	10	5	1	3	7
ENSG00000262209	11	15	16	0	0	0
ENSG00000262213	24	31	26	21	22	24
ENSG00000262223	9	0	1	5	5	4
ENSG00000262228	5	0	2	2	0	1
ENSG00000262235	0	0	1	0	0	0
ENSG00000262246	92	78	76	100	166.99999	102
ENSG00000262248	6	7	6	15	14	9
ENSG00000262265	0	3	10	7	6	0
ENSG00000262271	0	0	0	0	2	0
ENSG00000262294	123	107.00001	99	82.00001	62	97
ENSG00000262296	10	12	19	9	5	0
ENSG00000262298	0	0	1	1	0	0
ENSG00000262302	2	4	1	4	6	2
ENSG00000262304	8	10	7	4	3	9
ENSG00000262312	0	1	1	1	2	0
ENSG00000262319	2	1	1	0	2	0
ENSG00000262332	0	2	0	4	2	1
ENSG00000262333	3	13	0	8	5	5
ENSG00000262343	2	1	2	1	0	0
ENSG00000262358	5	1	5	1	1	0
ENSG00000262362	9	7	4	9	98	4
ENSG00000262366	1	0	0	0	0	0
ENSG00000262380	0	0	0	3	0	1
ENSG00000262381	1	0	0	0	0	0
ENSG00000262402	0	0	0	0	0	1
ENSG00000262406	0	1	1	2	3	0
ENSG00000262408	0	0	0	0	0	3
ENSG00000262410	0	3	5	0	1	0
ENSG00000262412	8	5	11	18	7	10
ENSG00000262413	25	25	14	21	31	26
ENSG00000262420	29	30	19	4	4	7
ENSG00000262429	53	33	37	26	34	21
ENSG00000262434	0	5	5	1	0	0
ENSG00000262445	7	7	1	0	1	2
ENSG00000262454	127	84.00004	133.99999	53	41	35
ENSG00000262456	9	10	5	5	3	2
ENSG00000262461	2	6	6	5	3	2
ENSG00000262468	740.99999	752.00001	840	310.00001	244.00001	319.00001
ENSG00000262470	1	1	2	1	0	1
ENSG00000262481	14	22	17	15	16	19
ENSG00000262482	0	4	4	5	5	2
ENSG00000262484	2	3	2	5	1	0
ENSG00000262488	0	0	3	0	0	0
ENSG00000262492	2	0	2	0	1	2
ENSG00000262497	1	1	0	2	0	1
ENSG00000262500	0	0	1	0	4	0
ENSG00000262514	0	2	0	0	0	0
ENSG00000262519	42	34	27	15	9	8
ENSG00000262521	5	8	5	1	2	2
ENSG00000262526	0	1	2	2	2	2
ENSG00000262533	18	7	6	14	23	10
ENSG00000262539	1	1	0	3	0	0
ENSG00000262560	1	1	2	1	0	1
ENSG00000262576	1	2	2	1	1	0
ENSG00000262580	4	8	7	37	35	35
ENSG00000262583	0	0	1	1	1	0
ENSG00000262585	0	1	4	0	0	0
ENSG00000262587	5	5	6	2	0	4
ENSG00000262609	0	0	0	0	1	0
ENSG00000262619	100	114.99999	125	91	69	44
ENSG00000262623	3	0	1	6	3	1
ENSG00000262624	37	55	62	16	18	5
ENSG00000262633	23	27	15	0	0	6
ENSG00000262636	1	0	0	0	0	0
ENSG00000262648	0	0	0	1	0	0
ENSG00000262651	1	0	0	0	0	0
ENSG00000262652	0	0	0	0	1	0
ENSG00000262655	11	2	3	1	0	0
ENSG00000262660	14	13	11	29	21	28
ENSG00000262663	0	1	0	0	0	0
ENSG00000262664	6	6	4	3	2	3
ENSG00000262678	73	64	69	171	113	124.99999
ENSG00000262681	0	0	3	0	0	0
ENSG00000262686	20.99999	11	11	5	11	4
ENSG00000262691	21	13	21	12	36	10
ENSG00000262692	16	11	1	31	7	10
ENSG00000262693	5	6	13	0	0	0
ENSG00000262712	18	9	12	14	19	7
ENSG00000262714	61	35	54	11	12	5
ENSG00000262721	0	1	1	0	0	0
ENSG00000262728	59.00001	58.99999	46.00002	25	9	33.99999
ENSG00000262732	1	0	1	0	1	0
ENSG00000262759	0	0	0	0	1	0
ENSG00000262766	0	1	0	0	0	0
ENSG00000262768	4	4	3	1	4	1
ENSG00000262769	28	16	8	0	0	0
ENSG00000262772	2	5	2	7	7	3
ENSG00000262777	1	0	1	5	6	1
ENSG00000262791	3	4	2	4	6	1
ENSG00000262801	3	1	0	0	0	0
ENSG00000262810	0	1	0	0	0	0
ENSG00000262814	1092	1142	1143	3713	3577	4029
ENSG00000262823	45.99999	38	34	248.00001	181	159
ENSG00000262831	21	22	19	14	12	17
ENSG00000262833	0	0	1	0	5	2
ENSG00000262837	0	0	0	1	3	3
ENSG00000262848	0	0	0	1	3	0
ENSG00000262869	13	6	10	0	0	0
ENSG00000262870	0	1	0	1	0	1
ENSG00000262873	1	2	1	21	15	7
ENSG00000262874	10	13	12	0	0	0
ENSG00000262877	1	0	1	5	2	5
ENSG00000262879	356	277.99999	337.00001	291	277.99999	181
ENSG00000262884	19	25	26	16	8	19
ENSG00000262898	28	16	19	14	13	10
ENSG00000262899	0	0	1	1	0	0
ENSG00000262902	47	23	28	16	30	12
ENSG00000262903	3	10	3	1	9	7
ENSG00000262904	3	6	6	3	0	0
ENSG00000262919	937	947	987.99999	983.00001	844.99999	865
ENSG00000262920	0	3	1	3	2	1
ENSG00000262921	1	1	0	0	0	0
ENSG00000262943	1	2	2	1	0	2
ENSG00000262953	1	1	1	0	1	0
ENSG00000262962	0	0	0	0	0	1
ENSG00000262966	0	0	0	0	3	1
ENSG00000262967	4	1	6	1	1	1
ENSG00000262979	2	2	4	1	0	0
ENSG00000262995	0	0	0	1	0	0
ENSG00000262999	0	1	2	0	0	0
ENSG00000263001	1422.00002	1289.00001	1208	1115.99998	1291	870
ENSG00000263002	210	134	195.99999	64	36	30.99999
ENSG00000263004	477.00001	360	450	379	306	249.99999
ENSG00000263011	70.00001	74.00002	74.00002	32	17	27
ENSG00000263015	1	1	1	0	1	0
ENSG00000263017	0	1	1	1	0	1
ENSG00000263020	18	20	17	27	17	27
ENSG00000263033	3	0	4	0	0	0
ENSG00000263050	16.99999	1	17	20	10	12
ENSG00000263063	6	12	14	17	9	4
ENSG00000263069	8	8	13	13	20	8
ENSG00000263072	193.99997	161	194.99997	103.00001	54	96.0000000000001
ENSG00000263080	19	17	13	31	23	18
ENSG00000263089	2	0	0	0	0	0
ENSG00000263096	0	2	1	0	0	0
ENSG00000263105	36	29	26	10	4	8
ENSG00000263107	0	0	2	0	0	0
ENSG00000263110	0	0	1	0	0	0
ENSG00000263120	0	0	0	0	3	0
ENSG00000263126	2	2	6	11	6	10
ENSG00000263142	1	0	0	1	0	0
ENSG00000263154	11	4	6	35	13	16
ENSG00000263155	69	90	106	2	6.00001	6
ENSG00000263159	1	0	0	0	0	0
ENSG00000263164	3	1	0	5	3	3
ENSG00000263165	3	2	2	2	4	1
ENSG00000263171	19	19	29	20	6	13
ENSG00000263176	1	2	0	0	0	0
ENSG00000263177	1	1	1	0	0	0
ENSG00000263179	8	8	3	3	4	4
ENSG00000263189	1	1	0	0	0	0
ENSG00000263201	0	0	0	0	0	3
ENSG00000263206	1	2	0	0	0	0
ENSG00000263212	0	1	2	1	1	1
ENSG00000263218	0	1	0	1	0	1
ENSG00000263220	3	0	0	2	3	0
ENSG00000263232	0	0	0	0	1	0
ENSG00000263235	8	4	7	2	0	11
ENSG00000263244	0	1	1	0	0	0
ENSG00000263253	1	1	1	0	0	0
ENSG00000263257	3	3	0	0	0	0
ENSG00000263266	11132	10630	10008	9784	6405	8367
ENSG00000263272	89	12	29	91	18	25
ENSG00000263276	39	44	31	28	42	116
ENSG00000263280	117	94.00001	94.00002	14.99999	18	22
ENSG00000263293	501	611	534.99998	245.99999	186	174.99999
ENSG00000263305	0	0	0	0	0	1
ENSG00000263307	5	11	6	10	9	2
ENSG00000263311	1	2	1	0	3	2
ENSG00000263317	0	0	1	0	0	0
ENSG00000263325	249	251	520	202	113	75
ENSG00000263327	2527	2260	2167	3650	2729	2494
ENSG00000263335	3	1	4	0	0	0
ENSG00000263343	10	7	16	12	31	10
ENSG00000263345	1	1	9	4	4	6
ENSG00000263353	4	1	0	1	1	0
ENSG00000263366	2	0	0	0	0	0
ENSG00000263370	5	4	3	0	3	0
ENSG00000263393	0	1	1	0	0	0
ENSG00000263394	1	3	0	1	0	0
ENSG00000263399	19	21	19	0	0	0
ENSG00000263400	13	18	22	1	0	0
ENSG00000263405	0	1	0	0	0	0
ENSG00000263412	80	67	70.99999	51	28.99999	51
ENSG00000263424	2	2	5	7	0	0
ENSG00000263427	5	4	4	0	1	2
ENSG00000263432	0	0	0	1	0	7
ENSG00000263435	0	0	1	0	0	0
ENSG00000263438	0	2	0	0	0	0
ENSG00000263465	877	815	810	698	510	591
ENSG00000263466	1	0	0	15	61	5
ENSG00000263477	0	0	0	0	1	0
ENSG00000263483	0	0	1	0	0	0
ENSG00000263503	1	0	1	0	0	0
ENSG00000263505	0	0	2	0	0	0
ENSG00000263513	176.00001	192.99999	148	54	40	54
ENSG00000263520	0	0	0	0	2	0
ENSG00000263528	254	207	161	317	353	301
ENSG00000263531	15	12	13	20	24	14
ENSG00000263535	14	2	16	0	12	0
ENSG00000263551	21	37	22.99999	24	11	16.99999
ENSG00000263563	0	0	0	0	1	0
ENSG00000263567	4	1	3	0	0	0
ENSG00000263585	7	8	1	1	7	9
ENSG00000263586	0	0	0	0	5	1
ENSG00000263590	3	4	3	0	1	1
ENSG00000263594	1	0	0	0	0	0
ENSG00000263603	4	5	9	37	69	25
ENSG00000263609	0	0	0	0	0	1
ENSG00000263616	0	0	0	0	4	0
ENSG00000263620	4	2	5	10	0	5
ENSG00000263624	5	2	6	12	13	5
ENSG00000263627	20.00001	15	13	8	2	7
ENSG00000263637	1	3	1	0	1	1
ENSG00000263639	16	10	5	40	46	37
ENSG00000263641	0	0	0	3	0	0
ENSG00000263643	0	0	1	0	0	0
ENSG00000263648	1	0	1	1	1	0
ENSG00000263657	1	0	0	9	1	0
ENSG00000263667	1	0	0	0	0	0
ENSG00000263672	0	0	1	0	1	0
ENSG00000263675	0	0	1	0	0	0
ENSG00000263680	4	0	3	0	27	4
ENSG00000263683	61	52	58	13	5	15
ENSG00000263707	0	0	1	0	0	0
ENSG00000263709	0	0	0	0	0	1
ENSG00000263711	2	0	2	79	42	81.99999
ENSG00000263715	4	1	1	1	0	0
ENSG00000263718	3	2	5	2	3	9
ENSG00000263727	4	2	0	0	0	1
ENSG00000263729	1	0	0	0	0	0
ENSG00000263731	45	30	16	22	12	1
ENSG00000263735	0	0	0	0	1	0
ENSG00000263740	3	0	3	0	4	1
ENSG00000263745	13	12	4.00002	5	4	4
ENSG00000263753	571	561	514.00001	225	146	173.99999
ENSG00000263755	0	0	0	4	0	0
ENSG00000263756	6	3	2	0	1	1
ENSG00000263765	0	0	1	0	0	0
ENSG00000263766	77	72	83	53.99999	27	41
ENSG00000263781	15	15	15	21	15	5
ENSG00000263786	2	0	0	0	0	0
ENSG00000263798	3	2	1	3	2	6
ENSG00000263809	15	8	4	14	9	14
ENSG00000263818	2	45	54	0	34	25
ENSG00000263823	15	9	13	7	2	6
ENSG00000263826	10	14	14	1	1	3
ENSG00000263829	0	2	1	6	0	4
ENSG00000263843	23	15	14	5	16	10
ENSG00000263846	1	3	3	5	6	7
ENSG00000263847	4	2	0	0	0	2
ENSG00000263859	2	0	1	0	0	0
ENSG00000263874	3	3	2	10	2	1
ENSG00000263878	0.99999	1	0	0	0	0
ENSG00000263882	2	5	4	0	0	0
ENSG00000263883	0	0	0	0	1	1
ENSG00000263884	5	6	8	3	3	3
ENSG00000263893	15	15	17	11	4	2
ENSG00000263904	0	1	0	0	2	0
ENSG00000263914	2	0	0	0	0	0
ENSG00000263916	20	1	7	6	1	0
ENSG00000263923	9	12	7	3	0	0
ENSG00000263924	0	0	0	1	0	0
ENSG00000263934	18	28	16	34	37	14
ENSG00000263940	0	1	0	0	0	0
ENSG00000263946	1	0	0	0	3	0
ENSG00000263952	0	1	0	0	0	0
ENSG00000263955	0	0	1	0	0	0
ENSG00000263956	90.99999	61	79	41	38.00003	34
ENSG00000263958	0	0	1	0	0	0
ENSG00000263963	1	3	1	0	0	1
ENSG00000263968	0	0	2	5	0	0
ENSG00000263969	0	2	0	0	0	0
ENSG00000263970	1	2	4	2	3	2
ENSG00000263974	1	1	0	0	0	0
ENSG00000263982	0	4	1	0	6	1
ENSG00000263986	37	34	28	18	5	12
ENSG00000263990	0	2	0	0	0	0
ENSG00000263993	1	0	0	0	0	0
ENSG00000264006	1	0	0	0	0	0
